arCOG	Code	Product	Function
arCOG06640	S	-	Uncharacterizedprotein
arCOG06642	S	-	Uncharacterizedprotein
arCOG06644	S	-	Uncharacterizedmembraneprotein
arCOG06645	S	-	Uncharacterizedprotein
arCOG06646	S	-	Uncharacterizedmembraneprotein,YccA/Baxinhibitorfamily
arCOG06647	S	-	Uncharacterizedmembraneprotein
arCOG06648	S	-	Uncharacterizedmembraneprotein
arCOG06649	S	-	Predictedperiplasmicprotein
arCOG06651	S	-	Uncharacterizedprotein
arCOG06653	S	-	Uncharacterizedprotein
arCOG06654	S	-	Uncharacterizedprotein
arCOG06655	S	-	Uncharacterizedprotein
arCOG06656	S	-	Uncharacterizedprotein
arCOG06657	S	-	Uncharacterizedprotein
arCOG06658	S	-	Uncharacterizedprotein
arCOG06662	S	-	Uncharacterizedprotein
arCOG06664	S	-	Uncharacterizedprotein
arCOG06666	S	-	Uncharacterizedprotein
arCOG06667	S	-	Uncharacterizedprotein
arCOG06668	S	-	Uncharacterizedprotein
arCOG06669	S	-	Uncharacterizedprotein
arCOG06671	S	-	Uncharacterizedprotein
arCOG06672	S	-	Seleniumbindingprotein
arCOG06673	S	-	Uncharacterizedprotein
arCOG06675	S	-	Uncharacterizedprotein
arCOG06676	S	-	Uncharacterizedmembraneprotein
arCOG06679	S	-	Uncharacterizedprotein
arCOG06681	S	-	Uncharacterizedprotein
arCOG06682	S	-	Uncharacterizedmembraneprotein
arCOG06684	S	-	Uncharacterizedmembraneprotein
arCOG06687	S	-	Uncharacterizedprotein,containsZnfingerdomain
arCOG06688	S	-	Uncharacterizedmembraneprotein,DUF2029family
arCOG06689	S	-	Uncharacterizedmembraneprotein
arCOG06690	S	-	Uncharacterizedmembraneprotein
arCOG06691	S	-	Uncharacterizedprotein
arCOG06692	S	-	Uncharacterizedprotein
arCOG06693	S	-	Uncharacterizedprotein
arCOG06696	S	-	Uncharacterizedprotein
arCOG06702	S	-	Uncharacterizedprotein
arCOG06704	S	-	Uncharacterizedmembraneprotein
arCOG06705	S	-	Uncharacterizedmembraneprotein
arCOG06706	S	-	Uncharacterizedmembraneprotein
arCOG06707	S	-	Uncharacterizedprotein
arCOG06711	S	-	PepSYdomaincontainingprotein,regulatorofzincinpeptidaseactivity
arCOG06716	S	-	Uncharacterizedmembraneprotein
arCOG06717	S	-	Uncharacterizedprotein
arCOG06718	S	-	Uncharacterizedprotein
arCOG06719	S	-	Uncharacterizedmembraneprotein
arCOG06726	S	-	Uncharacterizedmembraneprotein
arCOG06727	S	-	Uncharacterizedprotein
arCOG06729	S	TVP38	UncharacterizedmembraneproteinYdjX,TVP38/TMEM64family,SNARE-associateddomain
arCOG06730	S	-	Uncharacterizedprotein
arCOG06731	S	-	Uncharacterizedmembraneprotein
arCOG06732	S	-	Uncharacterizedprotein
arCOG06733	S	-	Uncharacterizedmembraneprotein
arCOG06734	S	-	Uncharacterizedprotein
arCOG06735	S	-	Uncharacterizedprotein
arCOG06736	S	-	Uncharacterizedprotein
arCOG06742	S	-	NosD-likecellsurfaceprotein
arCOG06743	S	-	Uncharacterizedprotein
arCOG06744	S	-	Uncharacterizedprotein
arCOG06745	S	-	Uncharacterizedmembraneprotein
arCOG06746	S	-	UncharacterizedmembraneproteinYcaP,DUF421family
arCOG06748	S	-	HEATrepeatscontainingprotein
arCOG06750	S	-	Uncharacterizedmembraneprotein
arCOG06753	S	-	Uncharacterizedprotein
arCOG06755	S	-	Uncharacterizedprotein
arCOG06757	S	-	Uncharacterizedprotein
arCOG06766	S	-	Uncharacterizedprotein
arCOG06767	S	-	Uncharacterizedprotein,DUF1330family
arCOG06768	S	-	Uncharacterizedprotein
arCOG06771	S	-	Uncharacterizedprotein
arCOG06772	S	-	Uncharacterizedprotein
arCOG06781	S	-	Uncharacterizedprotein
arCOG06783	S	-	Uncharacterizedmembraneprotein
arCOG06784	S	-	Uncharacterizedprotein
arCOG06788	S	-	Uncharacterizedmembraneprotein,DUF1269family
arCOG06790	S	-	Znfingerprotein,UBP-type
arCOG06791	S	-	Uncharacterizedmembraneprotein
arCOG06793	S	-	Uncharacterizedprotein,DUF3795family
arCOG06795	S	-	Uncharacterizedprotein
arCOG06797	S	-	Uncharacterizedmembraneprotein
arCOG06798	S	-	Uncharacterizedmembraneprotein
arCOG06799	S	-	Uncharacterizedmembraneprotein
arCOG06800	S	-	Uncharacterizedmembraneprotein
arCOG06802	S	-	Uncharacterizedmembraneprotein
arCOG06803	S	-	Uncharacterizedmembraneprotein
arCOG06804	S	-	Uncharacterizedprotein
arCOG06805	S	-	Uncharacterizedmembraneprotein
arCOG06806	S	-	Uncharacterizedmembraneprotein
arCOG06808	S	-	Uncharacterizedprotein
arCOG06809	S	-	Uncharacterizedprotein
arCOG06812	S	-	Uncharacterizedmembraneprotein
arCOG06814	S	-	Uncharacterizedprotein
arCOG06816	S	-	Uncharacterizedprotein
arCOG06818	S	-	Uncharacterizedprotein
arCOG06819	S	-	Uncharacterizedmembraneprotein
arCOG06822	S	-	Uncharacterizedprotein
arCOG06824	S	-	Uncharacterizedprotein
arCOG06826	S	-	Uncharacterizedprotein
arCOG06827	S	-	Uncharacterizedmembraneprotein,DUF1673family
arCOG06828	S	-	Uncharacterizedprotein
arCOG06829	S	-	Uncharacterizedprotein
arCOG06830	S	-	Uncharacterizedprotein
arCOG06832	S	-	Uncharacterizedprotein
arCOG06834	S	-	Uncharacterizedmembraneprotein
arCOG06839	S	-	Uncharacterizedprotein
arCOG06840	S	-	Uncharacterizedprotein,DUF2892family
arCOG06841	S	-	Uncharacterizedprotein
arCOG06842	S	-	Uncharacterizedprotein,DUF1828family
arCOG06843	S	-	Uncharacterizedprotein
arCOG06844	S	-	Uncharacterizedprotein
arCOG06845	S	-	Uncharacterizedmembraneprotein,DUF1673family
arCOG06846	S	-	Uncharacterizedprotein
arCOG06848	S	-	Uncharacterizedprotein
arCOG06849	S	-	Uncharacterizedprotein
arCOG06850	S	-	Uncharacterizedmembraneprotein
arCOG06851	S	-	Uncharacterizedprotein
arCOG06854	S	-	Uncharacterizedmembraneprotein
arCOG06856	S	-	Uncharacterizedprotein
arCOG06858	S	-	Uncharacterizedprotein
arCOG06859	S	-	Uncharacterizedprotein
arCOG06860	S	-	Uncharacterizedmembraneprotein
arCOG06861	S	-	Uncharacterizedprotein
arCOG06863	S	-	Uncharacterizedprotein
arCOG06864	S	-	Uncharacterizedprotein
arCOG06865	S	-	Putativecomponentofbacteriocinorquorumsensingsystem,membraneprotein,DUF2178family
arCOG06866	S	-	Uncharacterizedprotein
arCOG06867	S	-	Uncharacterizedprotein
arCOG06871	S	-	Uncharacterizedprotein
arCOG06872	S	-	Uncharacterizedprotein
arCOG06873	S	-	Uncharacterizedprotein
arCOG06883	S	-	Zn-ribbondomaincontainingprotein
arCOG06884	S	-	UncharacterizedmembraneproteinYcaP,DUF421family
arCOG06886	S	-	SWIM/SEC-Cmetal-bindingmotifprotein
arCOG06889	S	-	TIRdomaincontainingprotein
arCOG06898	S	-	Uncharacterizedprotein
arCOG06901	S	-	Uncharacterizedprotein
arCOG06902	S	-	Uncharacterizedmembraneprotein
arCOG06903	S	-	UncharacterizedmembraneproteinHdeD,DUF308family
arCOG06904	S	-	Uncharacterizedprotein
arCOG06905	S	-	Uncharacterizedprotein
arCOG06906	S	-	Uncharacterizedprotein
arCOG06907	S	-	Uncharacterizedprotein
arCOG06916	S	-	Uncharacterizedprotein,DUF4276family
arCOG06924	S	-	Uncharacterizedprotein
arCOG06926	S	-	Uncharacterizedprotein
arCOG06927	S	-	Uncharacterizedmembraneprotein
arCOG06928	S	-	Uncharacterizedmembraneprotein
arCOG06929	S	-	Uncharacterizedprotein
arCOG06934	S	-	Znribboncontainingprotein
arCOG06936	S	-	Uncharacterizedprotein
arCOG06937	S	-	Uncharacterizedprotein
arCOG06939	S	-	WbqC-likeproteinfamily
arCOG06944	S	-	Uncharacterizedmembraneprotein
arCOG06945	S	-	Uncharacterizedprotein
arCOG06946	S	-	Uncharacterizedmembraneprotein
arCOG06947	S	-	Znfingerprotein
arCOG06949	S	-	Uncharacterizedprotein
arCOG06950	S	-	Uncharacterizedprotein,DUF1343family
arCOG06951	S	-	Uncharacterizedprotein
arCOG06952	S	-	Uncharacterizedprotein
arCOG06953	S	-	Uncharacterizedprotein
arCOG06955	S	-	Uncharacterizedprotein
arCOG06957	S	-	Uncharacterizedmembraneprotein
arCOG06958	S	-	Uncharacterizedprotein
arCOG06959	S	-	Uncharacterizedprotein
arCOG06961	S	-	Uncharacterizedmembraneprotein
arCOG06962	S	-	Uncharacterizedprotein
arCOG06965	S	-	Uncharacterizedprotein
arCOG06968	S	-	Uncharacterizedmembraneprotein
arCOG06969	S	-	Zn-fingerprotein
arCOG06970	S	-	Uncharacterizedmembraneprotein
arCOG06972	S	-	Uncharacterizedprotein
arCOG06974	S	-	Uncharacterizedmembraneprotein
arCOG06975	S	-	Uncharacterizedprotein
arCOG06977	S	-	Uncharacterizedprotein
arCOG06978	S	-	Uncharacterizedprotein
arCOG06979	S	-	Uncharacterizedprotein
arCOG06981	S	-	Uncharacterizedprotein
arCOG06985	S	-	Znfingerprotein
arCOG06986	S	-	Uncharacterizedprotein
arCOG06988	S	-	Uncharacterizedprotein
arCOG06989	S	-	Uncharacterizedmembraneprotein
arCOG06991	S	-	Uncharacterizedmembraneprotein
arCOG06992	S	-	Uncharacterizedprotein
arCOG06993	S	-	Uncharacterizedprotein
arCOG06994	S	-	Uncharacterizedprotein
arCOG06996	S	-	Uncharacterizedprotein
arCOG06999	S	-	Uncharacterizedmembraneprotein
arCOG07000	S	-	Uncharacterizedprotein
arCOG07001	S	-	Uncharacterizedprotein,DUF3195family
arCOG07002	S	-	Uncharacterizedmembraneprotein
arCOG07005	S	-	Uncharacterizedprotein
arCOG07008	S	-	Uncharacterizedprotein
arCOG07010	S	-	Uncharacterizedmembraneprotein
arCOG07012	S	-	Uncharacterizedprotein
arCOG07014	S	-	Uncharacterizedprotein
arCOG07015	S	-	Uncharacterizedmembraneprotein
arCOG07016	S	-	Uncharacterizedprotein
arCOG07017	S	-	Uncharacterizedprotein
arCOG07019	S	-	Uncharacterizedmembraneprotein
arCOG07023	S	-	Uncharacterizedmembraneprotein
arCOG07024	S	-	Uncharacterizedmembraneprotein
arCOG07027	S	-	Uncharacterizedmembraneprotein
arCOG07028	S	-	Uncharacterizedmembraneprotein
arCOG07029	S	-	Uncharacterizedprotein
arCOG07030	S	-	Uncharacterizedmembraneprotein
arCOG07031	S	-	Uncharacterizedprotein
arCOG07033	S	-	Uncharacterizedmembraneprotein
arCOG07034	S	-	Uncharacterizedprotein
arCOG07038	S	-	Uncharacterizedmembraneprotein
arCOG07039	S	-	Uncharacterizedmembraneprotein
arCOG07040	S	-	Uncharacterizedprotein
arCOG07041	S	-	Uncharacterizedmembraneprotein
arCOG07042	S	-	Uncharacterizedmembraneprotein
arCOG07043	S	-	Uncharacterizedmembraneprotein
arCOG07044	S	-	Uncharacterizedprotein
arCOG07045	S	-	Uncharacterizedmembraneprotein
arCOG07046	S	-	Uncharacterizedmembraneprotein
arCOG07047	S	-	Uncharacterizedmembraneprotein
arCOG07049	S	-	Uncharacterizedprotein
arCOG07050	S	-	Uncharacterizedprotein
arCOG07053	S	-	Uncharacterizedmembraneprotein
arCOG07056	S	-	Uncharacterizedprotein
arCOG07057	S	-	Uncharacterizedprotein
arCOG07058	S	-	Uncharacterizedprotein
arCOG07059	S	-	Uncharacterizedprotein
arCOG07060	S	-	Uncharacterizedprotein
arCOG07061	S	-	Uncharacterizedmembraneprotein
arCOG07062	S	-	Uncharacterizedmembraneprotein
arCOG07063	S	-	Uncharacterizedprotein
arCOG07064	S	-	Uncharacterizedprotein
arCOG07065	S	-	Uncharacterizedprotein
arCOG07066	S	-	Uncharacterizedmembraneprotein
arCOG07069	S	-	Uncharacterizedmembraneprotein
arCOG07070	S	-	Uncharacterizedmembraneprotein
arCOG07072	S	-	Uncharacterizedprotein
arCOG07074	S	-	Uncharacterizedmembraneprotein
arCOG07075	S	-	Uncharacterizedprotein
arCOG07076	S	-	Uncharacterizedprotein
arCOG07079	S	-	Uncharacterizedmembraneprotein
arCOG07080	S	-	Uncharacterizedmembraneprotein
arCOG07081	S	-	Uncharacterizedprotein
arCOG07082	S	-	Uncharacterizedprotein
arCOG07083	S	-	Uncharacterizedprotein
arCOG07084	S	-	Uncharacterizedprotein
arCOG07085	S	-	Uncharacterizedprotein
arCOG07088	S	-	Uncharacterizedprotein
arCOG07090	S	-	Uncharacterizedmembraneprotein
arCOG07091	S	-	Uncharacterizedprotein
arCOG07094	S	-	Uncharacterizedmembraneprotein
arCOG07095	S	-	Uncharacterizedprotein
arCOG07096	S	-	Uncharacterizedmembraneprotein
arCOG07103	S	-	Uncharacterizedprotein
arCOG07104	S	-	Uncharacterizedprotein
arCOG07105	S	-	Uncharacterizedprotein
arCOG07106	S	-	Uncharacterizedmembraneprotein
arCOG07107	S	-	Uncharacterizedprotein
arCOG07108	S	-	Uncharacterizedmembraneprotein
arCOG07109	S	-	Uncharacterizedprotein
arCOG07111	S	-	Uncharacterizedprotein
arCOG07114	S	-	Uncharacterizedmembraneprotein
arCOG07115	S	-	Uncharacterizedprotein
arCOG07116	S	-	Uncharacterizedprotein
arCOG07117	S	-	Deathdomainfamilyprotein,DUF3227family
arCOG07119	S	-	Uncharacterizedmembraneprotein
arCOG07120	S	-	Uncharacterizedmembraneprotein,associatedwithKaiC-likeinactivatedATPase
arCOG07122	S	-	Uncharacterizedprotein
arCOG07123	S	-	Uncharacterizedmembraneprotein
arCOG07124	S	-	Uncharacterizedmembraneprotein
arCOG07127	S	-	Uncharacterizedprotein
arCOG07128	S	-	Uncharacterizedmembraneprotein
arCOG07129	S	-	Uncharacterizedmembraneprotein
arCOG07130	S	-	Uncharacterizedprotein
arCOG07132	S	-	Uncharacterizedmembraneprotein
arCOG07134	S	-	Uncharacterizedprotein
arCOG07135	S	-	Uncharacterizedprotein
arCOG07136	S	-	Uncharacterizedprotein
arCOG07137	S	-	Uncharacterizedmembraneprotein
arCOG07138	S	-	Uncharacterizedprotein
arCOG07143	S	-	Uncharacterizedprotein
arCOG07148	S	-	Uncharacterizedprotein
arCOG07149	S	-	Uncharacterizedprotein
arCOG07150	S	-	Uncharacterizedprotein
arCOG07151	S	-	Uncharacterizedmembraneprotein,acomponentofhypervariablesystemVARTIG
arCOG07156	S	-	Uncharacterizedprotein
arCOG07157	S	-	Uncharacterizedprotein
arCOG07161	S	-	Uncharacterizedprotein
arCOG07162	S	-	Uncharacterizedmembraneprotein
arCOG07163	S	-	Uncharacterizedprotein
arCOG07169	S	-	Uncharacterizedprotein
arCOG07173	S	-	Uncharacterizedprotein
arCOG07174	S	-	Uncharacterizedprotein
arCOG07175	S	-	Uncharacterizedprotein
arCOG07176	S	-	Uncharacterizedprotein
arCOG07177	S	-	Uncharacterizedprotein
arCOG07178	S	-	Uncharacterizedprotein
arCOG07179	S	-	Uncharacterizedprotein
arCOG07182	S	-	Uncharacterizedprotein
arCOG07184	S	-	Uncharacterizedprotein
arCOG07187	S	-	Uncharacterizedprotein
arCOG07189	S	-	Uncharacterizedmembraneprotein
arCOG07190	S	-	Uncharacterizedprotein
arCOG07194	S	-	Uncharacterizedmembraneprotein
arCOG07195	S	-	Uncharacterizedmembraneprotein
arCOG07196	S	-	Uncharacterizedprotein
arCOG07198	S	-	Uncharacterizedmembraneprotein
arCOG07199	S	-	Uncharacterizedprotein
arCOG07200	L	-	PrimPoldomaincontainingprotein
arCOG07201	S	-	Uncharacterizedprotein
arCOG07205	S	-	Uncharacterizedprotein
arCOG07207	S	-	Uncharacterizedprotein
arCOG07208	S	-	Uncharacterizedprotein
arCOG07209	S	-	Uncharacterizedprotein
arCOG07210	S	-	Uncharacterizedmembraneprotein
arCOG07213	S	-	Uncharacterizedprotein
arCOG07214	S	-	Uncharacterizedprotein
arCOG07215	S	-	Calciumbindingprotein
arCOG07218	S	-	Uncharacterizedprotein
arCOG07219	S	-	Uncharacterizedprotein
arCOG07220	S	-	Uncharacterizedprotein
arCOG07221	S	-	Zn-fingerprotein
arCOG07222	S	-	Uncharacterizedprotein
arCOG07223	S	-	Uncharacterizedprotein
arCOG07224	S	-	Uncharacterizedprotein
arCOG07225	S	-	Uncharacterizedprotein
arCOG07226	S	-	Uncharacterizedprotein
arCOG07230	S	-	Uncharacterizedprotein
arCOG07231	S	-	Uncharacterizedprotein
arCOG07232	S	-	Uncharacterizedmembraneprotein
arCOG07234	S	-	Uncharacterizedmembraneprotein
arCOG07238	S	-	Uncharacterizedprotein
arCOG07239	S	-	Uncharacterizedprotein
arCOG07245	S	-	Uncharacterizedprotein
arCOG07246	S	-	Uncharacterizedmembraneprotein
arCOG07249	S	-	Uncharacterizedprotein
arCOG07250	S	-	Uncharacterizedprotein
arCOG07252	S	-	Uncharacterizedprotein
arCOG07253	S	-	Uncharacterizedmembraneprotein
arCOG07254	S	CHAD	CHADdomain
arCOG07255	S	-	Uncharacterizedmembraneprotein
arCOG07258	S	-	Uncharacterizedmembraneprotein
arCOG07259	S	-	Uncharacterizedprotein
arCOG07264	S	-	PredictedmembraneproteinwithN-terminalZnribbondomain
arCOG07268	S	-	Uncharacterizedprotein
arCOG07269	S	-	Uncharacterizedprotein
arCOG07270	S	-	Uncharacterizedprotein
arCOG07271	S	-	Uncharacterizedmembraneprotein
arCOG07274	S	-	Uncharacterizedprotein
arCOG07275	S	-	Uncharacterizedprotein
arCOG07279	S	-	Uncharacterizedmembraneprotein
arCOG07280	S	-	Uncharacterizedprotein
arCOG07282	S	-	Uncharacterizedmembraneprotein
arCOG07283	S	-	Uncharacterizedmembraneprotein
arCOG07284	S	-	Uncharacterizedprotein
arCOG07286	S	-	Uncharacterizedmembraneprotein
arCOG07288	S	-	Uncharacterizedprotein
arCOG07290	S	-	Uncharacterizedprotein
arCOG07291	S	-	Uncharacterizedprotein
arCOG07294	S	-	Uncharacterizedprotein,circularlypermutedATPgraspsuperfamily
arCOG07295	S	-	Uncharacterizedprotein,Alpha-Esuperfamily
arCOG07296	S	-	Uncharacterizedmembraneprotein
arCOG07298	S	-	Uncharacterizedprotein
arCOG07301	S	-	Uncharacterizedprotein
arCOG07305	S	-	Uncharacterizedmembraneprotein
arCOG07307	S	-	Uncharacterizedprotein
arCOG07308	S	-	Uncharacterizedprotein
arCOG07310	S	-	Uncharacterizedprotein
arCOG07314	S	-	Uncharacterizedprotein
arCOG07316	S	-	Uncharacterizedmembraneprotein
arCOG07317	S	-	Uncharacterizedmembraneprotein
arCOG07318	S	-	Uncharacterizedmembraneprotein
arCOG07319	S	-	Uncharacterizedprotein
arCOG07321	S	-	Uncharacterizedmembraneprotein,DUF1404family
arCOG07323	S	-	Uncharacterizedprotein
arCOG07324	S	-	Uncharacterizedmembraneprotein
arCOG07325	S	-	Uncharacterizedmembraneprotein
arCOG07326	S	-	Uncharacterizedprotein
arCOG07327	S	-	Uncharacterizedmembraneprotein
arCOG07329	S	-	Uncharacterizedmembraneprotein
arCOG07330	S	-	Uncharacterizedprotein
arCOG07332	S	-	Uncharacterizedmembraneprotein
arCOG07333	S	-	Uncharacterizedmembraneprotein
arCOG07334	S	-	Uncharacterizedprotein
arCOG07336	S	-	Uncharacterizedprotein
arCOG07340	S	-	Uncharacterizedprotein
arCOG07341	S	-	Uncharacterizedmembraneprotein
arCOG07342	S	-	Uncharacterizedprotein
arCOG07343	S	-	Uncharacterizedmembraneprotein
arCOG07344	S	-	Uncharacterizedmembraneprotein
arCOG07347	S	-	Uncharacterizedprotein
arCOG07348	S	-	Uncharacterizedprotein
arCOG07351	S	-	Uncharacterizedmembraneprotein
arCOG07353	S	-	Zn-ribbonprotein
arCOG07354	S	-	Uncharacterizedprotein
arCOG07355	S	-	Uncharacterizedprotein
arCOG07356	S	-	Uncharacterizedprotein
arCOG07359	S	-	Uncharacterizedprotein
arCOG07360	S	-	Uncharacterizedmembraneprotein
arCOG07361	S	-	Uncharacterizedprotein
arCOG07362	S	-	Uncharacterizedmembraneprotein
arCOG07364	S	-	Uncharacterizedmembraneprotein
arCOG07369	S	-	Uncharacterizedprotein
arCOG07371	S	-	Uncharacterizedprotein
arCOG07372	S	-	Uncharacterizedmembraneprotein
arCOG07373	S	-	Uncharacterizedprotein
arCOG07374	S	-	Uncharacterizedprotein
arCOG07375	S	-	Uncharacterizedprotein
arCOG07378	S	-	Uncharacterizedprotein
arCOG07381	S	-	Uncharacterizedmembraneprotein
arCOG07385	S	-	Uncharacterizedprotein
arCOG07386	S	-	Uncharacterizedprotein
arCOG07387	S	-	Uncharacterizedprotein
arCOG07388	S	-	Uncharacterizedmembraneprotein
arCOG07393	S	-	Uncharacterizedprotein
arCOG07394	S	-	Uncharacterizedprotein
arCOG07395	S	-	Uncharacterizedprotein
arCOG07396	S	-	Uncharacterizedmembraneprotein
arCOG07397	S	-	Uncharacterizedprotein
arCOG07399	S	-	Uncharacterizedprotein
arCOG07403	S	-	Uncharacterizedprotein
arCOG07404	S	-	Uncharacterizedprotein
arCOG07406	S	-	Uncharacterizedmembraneprotein
arCOG07408	S	-	Uncharacterizedprotein
arCOG07410	S	-	Uncharacterizedprotein
arCOG07411	S	-	Uncharacterizedmembraneprotein
arCOG07412	S	-	Uncharacterizedprotein
arCOG07415	S	-	Uncharacterizedprotein
arCOG07417	S	-	Uncharacterizedmembraneprotein
arCOG07420	S	-	Uncharacterizedprotein
arCOG07421	S	-	Uncharacterizedprotein
arCOG07422	S	-	Uncharacterizedprotein
arCOG07425	S	-	Uncharacterizedmembraneprotein
arCOG07427	S	-	Uncharacterizedprotein
arCOG07429	S	-	Uncharacterizedprotein
arCOG07431	S	-	ProkaryoticRINGfingerfamilyprotein
arCOG07432	S	-	Uncharacterizedprotein
arCOG07436	S	-	Uncharacterizedmembraneprotein
arCOG07438	S	-	Uncharacterizedprotein
arCOG07439	S	-	Uncharacterizedprotein
arCOG07440	S	-	Predictedmetal-bindingprotein
arCOG07442	S	-	Uncharacterizedprotein
arCOG07446	S	-	Znfingerprotein
arCOG07447	S	-	Uncharacterizedsecretedormembranecoiled-coilprotein
arCOG07449	S	-	Uncharacterizedprotein
arCOG07453	S	-	Uncharacterizedprotein
arCOG07454	S	-	Uncharacterizedprotein
arCOG07455	S	-	Uncharacterizedprotein
arCOG07458	S	-	Uncharacterizedprotein
arCOG07460	S	-	Uncharacterizedprotein
arCOG07461	S	-	Znfingerprotein,C2C2type
arCOG07462	S	-	Uncharacterizedprotein
arCOG07463	S	-	Uncharacterizedprotein
arCOG07464	S	-	Uncharacterizedprotein
arCOG07465	S	-	Uncharacterizedmembraneprotein,DUF373family
arCOG07469	S	-	Uncharacterizedprotein
arCOG07470	S	-	Uncharacterizedprotein
arCOG07471	S	-	Uncharacterizedprotein
arCOG07472	S	-	Uncharacterizedprotein
arCOG07473	S	-	Uncharacterizedmembraneprotein
arCOG07476	S	-	HEATrepeatscontainingprotein
arCOG07479	S	-	Uncharacterizedprotein
arCOG07480	S	-	Zn-fingerprotein
arCOG07481	S	-	Uncharacterizedprotein
arCOG07482	S	-	Uncharacterizedmembraneprotein
arCOG07483	S	-	Uncharacterizedprotein
arCOG07484	S	-	Extracellularsolute-bindingproteinwithIg-folddomain
arCOG07485	S	-	Uncharacterizedprotein
arCOG07488	S	-	Uncharacterizedprotein
arCOG07489	S	-	Uncharacterizedprotein
arCOG07491	S	-	Uncharacterizedmembraneprotein
arCOG07492	S	-	Uncharacterizedmembraneprotein
arCOG07497	S	-	Uncharacterizedmembraneprotein
arCOG07498	S	-	Uncharacterizedmembraneprotein
arCOG07499	S	-	Uncharacterizedmembraneprotein
arCOG07502	S	Rmd1	Uncharacterizedprotein,Rmd1/YagEfamily
arCOG07504	S	-	Uncharacterizedprotein
arCOG07506	S	-	Uncharacterizedmembraneprotein
arCOG07508	S	-	Uncharacterizedprotein
arCOG07509	S	-	Uncharacterizedprotein
arCOG07510	S	-	Uncharacterizedprotein
arCOG07515	S	-	Uncharacterizedprotein
arCOG07517	S	-	Uncharacterizedprotein
arCOG07521	S	-	Uncharacterizedprotein
arCOG07523	S	-	Uncharacterizedprotein
arCOG07525	S	-	Cysteineclustercontainingprotein
arCOG07530	S	-	Uncharacterizedprotein
arCOG07531	S	-	Uncharacterizedprotein
arCOG07532	S	-	Uncharacterizedprotein
arCOG07533	S	-	Uncharacterizedmembraneprotein,DUF4386family
arCOG07535	S	-	Uncharacterizedprotein
arCOG07538	S	-	Uncharacterizedprotein
arCOG07540	S	-	Uncharacterizedprotein
arCOG07542	S	-	Uncharacterizedmembraneprotein
arCOG07544	S	-	Zn-fingerprotein
arCOG07545	S	-	Uncharacterizedprotein
arCOG07548	S	-	Znfingerdomaincontainingprotein
arCOG07549	S	-	Uncharacterizedprotein
arCOG07551	S	-	Uncharacterizedmembraneprotein
arCOG07553	S	-	Uncharacterizedprotein
arCOG07555	S	-	Znfingerprotein,C2C2type
arCOG07556	S	-	Uncharacterizedprotein
arCOG07557	S	-	Uncharacterizedmembraneprotein
arCOG07558	S	-	Uncharacterizedmembraneprotein
arCOG07563	S	-	Uncharacterizedprotein
arCOG07565	S	-	Uncharacterizedprotein
arCOG07567	S	-	Uncharacterizedmembraneprotein
arCOG07568	S	-	Proteincontainingrighthandedbetahelixregion
arCOG07569	S	-	Uncharacterizedprotein
arCOG07571	S	-	Uncharacterizedmembraneprotein
arCOG07572	S	-	Uncharacterizedprotein
arCOG07573	S	-	Uncharacterizedmembraneprotein
arCOG07574	S	-	Uncharacterizedprotein
arCOG07577	S	-	Uncharacterizedprotein
arCOG07578	S	-	Uncharacterizedprotein
arCOG07580	S	-	Uncharacterizedmembraneprotein
arCOG07582	S	-	Uncharacterizedprotein
arCOG07583	S	-	Uncharacterizedprotein
arCOG07584	S	-	Uncharacterizedprotein
arCOG07585	S	-	Uncharacterizedprotein
arCOG07586	S	-	Uncharacterizedprotein
arCOG07587	S	-	Uncharacterizedprotein
arCOG07588	S	-	Uncharacterizedprotein
arCOG07592	S	-	Uncharacterizedprotein
arCOG07593	S	-	Uncharacterizedprotein
arCOG07596	S	-	Uncharacterizedprotein
arCOG07597	S	-	Uncharacterizedprotein
arCOG07598	S	-	Zincfingerdomaincontainingprotein(CHYtype)
arCOG07599	S	-	Uncharacterizedprotein
arCOG07600	S	-	HEATrepeatscontainingprotein
arCOG07601	S	-	Znfingerprotein
arCOG07603	S	-	Uncharacterizedprotein,DUF4325family
arCOG07607	S	-	Uncharacterizedprotein
arCOG07622	S	-	Uncharacterizedprotein
arCOG07624	S	-	Uncharacterizedprotein
arCOG07626	S	-	Uncharacterizedprotein
arCOG07627	S	-	Uncharacterizedprotein
arCOG07630	S	-	Uncharacterizedprotein
arCOG07631	S	-	Uncharacterizedprotein
arCOG07632	S	-	Uncharacterizedsecretedprotein
arCOG07633	S	-	Uncharacterizedprotein
arCOG07634	S	-	Uncharacterizedprotein
arCOG07635	S	-	Uncharacterizedprotein
arCOG07638	S	-	HEATrepeatscontainingprotein
arCOG07642	S	-	Uncharacterizedprotein
arCOG07643	S	-	Uncharacterizedprotein
arCOG07644	S	-	Uncharacterizedprotein
arCOG07645	S	-	Uncharacterizedprotein
arCOG07646	S	-	Uncharacterizedprotein
arCOG07647	S	-	Uncharacterizedprotein
arCOG07649	S	-	Uncharacterizedprotein
arCOG07650	S	-	Uncharacterizedprotein
arCOG07653	S	-	Uncharacterizedmembraneprotein
arCOG07655	S	-	Uncharacterizedprotein
arCOG07656	S	-	Uncharacterizedprotein
arCOG07657	S	-	Zn-fingerprotein
arCOG07660	S	-	Uncharacterizedprotein
arCOG07665	S	-	Uncharacterizedprotein
arCOG07666	S	-	Uncharacterizedprotein
